species_name
Hypsoblennius sordidus
Hypsoblennius striatus
Ichthyapus selachops
Ilisha fuerthii
Iniistius pavo
Isopisthus altipinnis
Istiompax indica
Istiophorus platypterus
Isurus oxyrinchus
Isurus paucus
Japonoconger proriger
Johnrandallia nigrirostris
Kajikia audax
Kathetostoma averruncus
Katsuwonus pelamis
Kuhlia mugil
Kyphosus cinerascens
Kyphosus elegans
Kyphosus ocyurus
Kyphosus vaigiensis
Labrisomus multiporosus
Labrisomus pomaspilus
Lactoria diaphana
Laemonema gracillipes
Lagocephalus lagocephalus
Larimus acclivis
Larimus argenteus
Larimus effulgens
Larimus pacificus
Lepidocybium flavobrunneum
Lepidonectes clarkhubbsi
Lepidopus fitchi
Lepophidium hubbsi
Lepophidium inca
Lepophidium microlepis
Lepophidium negropinna
Lepophidium pardale
Lepophidium prorates
Leptenchelys vermiformis
Leptoderma ospesca
Leptonotus blainvilleanus
Leptophilypnus fluviatilis
Letharchus rosenblatti
Lile gracilis
Lile nigrofasciata
Lile stolifera
Liopropoma fasciatum
Liopropoma longilepis
Lobotes pacifica
Lonchopisthus sinuscalifornicus
Lophiodes caulinaris
Lophiodes spilurus
Lophiomus setigerus
Lophogobius cristulatus
Lophogobius cyprinoides
Lupinoblennius vinctus
Lutjanus aratus
Lutjanus argentiventris
Lutjanus colorado
Lutjanus guttatus
Lutjanus inermis
Lutjanus jordani
Lutjanus novemfasciatus
Lutjanus peru
Lutjanus viridis
Luvarus imperialis
Lycengraulis poeyi
Lythrypnus dalli
Lythrypnus rhizophora
Lythrypnus solanensis
Macrodon mordax
Makaira nigricans
Malacanthus brevirostris
Malacoctenus costaricanus
Malacoctenus ebisui
Malacoctenus margaritae
Malacoctenus sudensis
Malacoctenus tetranemus
Mccoskerichthys sandae
Megachasma pelagios
Megalops atlanticus
Melanorhinus cyanellus
Melichthys niger
Melichthys vidua
Membras gilberti
Menticirrhus elongatus
Menticirrhus nasus
Menticirrhus ophicephalus
Menticirrhus paitensis
Menticirrhus panamensis
Merluccius gayi
Merluccius productus
Microdesmus affinis
Microdesmus dipus
Microdesmus dorsipunctatus
Microdesmus hildebrandi
Microdesmus intermedius
Microdesmus knappi
Microdesmus multiradiatus
Microdesmus retropinnis
Microdesmus suttkusi
Microgobius brevispinis
Microgobius crocatus
Microgobius curtus
Microgobius cyclolepis
Microgobius emblematicus
Microgobius erectus
Microgobius miraflorensis
Microgobius tabogensis
Microgobius urraca
Microlepidotus brevipinnis
Microphis lineatus
Micropogonias altipinnis
Microspathodon bairdii
Microspathodon dorsalis
Mobula birostris
Mobula mobular
Mobula munkiana
Mobula tarapacana
Mobula thurstoni
Mola alexandrini
Monolene dubiosa
Monolene maculipinna
Mugil aff rubrioculus
Mugil cephalus
Mugil hospes
Mugil setosus
Mugil thoburni
Mulloidichthys dentatus
Mulloidichthys vanicolensis
Muraena argus
Muraena clepsydra
Muraena lentiginosa
Mustelus albipinnis
Mustelus dorsalis
Mustelus henlei
Mustelus lunulatus
Mustelus mento
Mustelus whitneyi
Mycteroperca olfax
Mycteroperca xenarcha
Myliobatis longirostris
Myliobatis peruvianus
Myrichthys aspetocheiros
Myrichthys xysturus
Myripristis berndti
Myripristis leiognathus
Myroconger nigrodentatus
Myrophis vafer
Myxodagnus macrognathus
Myxodagnus walkeri
Narcetes stomias
Narcine entemedor
Narcine leoparda
Narcine vermiculata
Nasolamia velox
Naucrates ductor
Nealotus tripes
Nebris occidentalis
Negaprion fronto
Nematistius pectoralis
Neobythites stelliferoides
Neoconger vermiformis
Neoniphon suborbitalis
Neoopisthopterus tropicus
Nexilosus latifrons
Nicholsina denticulata
Nomeus gronovii
Notarius armbrusteri
Notarius biffi
Notarius cookei
Notarius insculptus
Notarius kessleri
Notarius lentiginosus
Notarius planiceps
Notarius troschelii
Notoraja martinezi
Notorynchus cepedianus
Novaculichthys taeniourus
Occidentarius platypogon
Odontaspis ferox
Odontaspis noronhai
Odontognathus panamensis
Odontoscion xanthops
Ogcocephalus darwini
Ogcocephalus porrectus
Ogilbia boydwalkeri
Ogilbia jewettae
Ogilbia robertsoni
Ogilbia sedorae
Oligoplites altus
Oligoplites inornatus
Oligoplites refulgens
Omobranchus sewalli
Ophichthus apachus
Ophichthus frontalis
Ophichthus longipenis
Ophichthus mecopterus
Ophichthus melope
Ophichthus remiger
Ophichthus tetratrema
Ophichthus triserialis
Ophichthus zophochir
Ophidion fulvum
Ophidion galeoides
Ophidion imitator
Ophidion species A
Ophidion species B
Ophioblennius steindachneri
Opisthonema bulleri
Opisthonema libertate
Opisthonema medirastre
Opisthopterus dovii
Opisthopterus effulgens
Opisthopterus equatorialis
Opisthopterus macrops
Opistognathus brochus
Opistognathus fenmutis
Opistognathus galapagensis
Opistognathus panamaensis
Opistognathus punctatus
Opistognathus rhomaleus
Opistognathus scops
Opistognathus smithvanizi
Oplegnathus insignis
Orthopristis chalcea
Ostracion meleagris
Otophidium indefatigabile
Oxycirrhites typus
Oxyporhamphus micropterus
Oxyzygonectes dovii
Paraclinus altivelis
Paraclinus beebei
Paraclinus fehlmanni
Paraclinus mexicanus
Paraclinus monophthalmus
Paraconger californiensis
Paraconger similis
Parahypsos piersoni
Paralabrax callaensis
Paralabrax humeralis
Paralabrax loro
Paraletharchus pacificus
Paralichthys adspersus
Paralichthys woolmani
Paralonchurus dumerilii
Paralonchurus goodei
Paralonchurus peruanus
Paralonchurus petersii
Paralonchurus rathbuni
Paranebris bauchotae
Parapsettus panamensis
Parasaccogaster normae
Paraselene orstedii
Pareques lanfeari
Pareques viola
Parexocoetus brachypterus
Parrella fusca
Parrella ginsburgi
Parrella lucretiae
Parrella maxillaris
Peprilus medius
Peprilus snyderi
Perissias taeniopterus
Peristedion barbiger
Peristedion crustosum
Petrotyx hopkinsi
Phaenomonas pinnata
Phtheirichthys lineatus
Physiculus nematopus
Physiculus rastrelliger
Physiculus talarae
Pinguipes chilensis
Pisodonophis daspilotus
Plagiotremus azaleus
Platybelone pterura
Platygillellus altivelis
Platygillellus bussingi
Pliosteostoma lutipinnis
Poecilia butleri
Poeciliopsis elongata
Poeciliopsis turrubarensis
Polydactylus approximans
Polydactylus opercularis
Polylepion cruentum
Pomacanthus zonipectus
Pomadasys empherus
Pomadasys schyrii
Pontinus clemensi
Pontinus furcirhinus
Pontinus sierra
Pontinus species A
Pontinus strigatus
Porichthys greenei
Porichthys margaritatus
Porichthys oculellus
Prionace glauca
Prionotus albirostris
Prionotus birostratus
Prionotus horrens
Prionotus ruscarius
Prionotus stephanophrys
Prionotus teaguei
Prionurus laticlavius
Pristigenys serrula
Pristis pristis
Prognichthys sealei
Prognichthys tringa
Pronotogrammus multifasciatus
Protemblemaria bicirrus
Protemblemaria perla
Psenes arafurensis
Psenes cyanophrys
Psenes pellucidus
Psenes sio
Pseudobalistes naufragium
Pseudobatos glaucostigma
Pseudobatos leucorhynchus
Pseudobatos planiceps
Pseudobatos prahli
Pseudocarcharias kamoharai
Pseudogramma thaumasia
Pseudomyrophis micropinna
Pseudorhombus binii
Pseudupeneus grandisquamis
Ptereleotris carinata
Pteroplatytrygon violacea
Pythonichthys asodes
Quassiremus nothochir
Rachycentron canadum
Rajella nigerrima
Ranzania laevis
Regalecus russelii
Remora albescens
Remora australis
Remora brachyptera
Remora osteochir
Remora remora
Rhencus macracanthus
Rhencus panamensis
Rhincodon typus
Rhinochimaera africana
Rhinoptera steindachneri
Rhizoprionodon longurio
Rhonciscus bayanus
Rhonciscus branickii
Rhynchoconger nitens
Rostroraja equatorialis
Rostroraja velezi
Rouleina attrita
Ruvettus pretiosus
Rypticus bicolor
Rypticus nigripinnis
Sarda chiliensis
Sarda orientalis
Sardinops sagax
Scartichthys gigas
Scarus compressus
Scarus ghobban
Scarus perrico
Scarus rubroviolaceus
Schedophilus haedrichi
Sciades dowii
Sciaena deliciosa
Sciaenops ocellatus
Scomber japonicus
Scomberomorus sierra
Scorpaena afuerae
Scorpaena histrio
Scorpaena mystes
Scorpaena russula
Scorpaenodes xyris
Scuticaria tigrina
Scytalichthys miurus
Sebastolobus alascanus
Selar crumenophthalmus
Selene brevoortii
Selene peruviana
Seriola lalandi
Seriola peruana
Seriola rivoliana
Seriolella violacea
Serranus aequidens
Serranus huascarii
Serranus psittacinus
Sphoeroides annulatus
Sphoeroides kendalli
Sphoeroides lobatus
Sphoeroides rosenblatti
Sphoeroides sechurae
Sphoeroides trichocephalus
Sphyraena barracuda
Sphyraena ensis
Sphyraena idiastes
Sphyraena qenie
Sphyrna corona
Sphyrna lewini
Sphyrna media
Sphyrna mokarran
Sphyrna vespertina
Sphyrna zygaena
Squatina armata
Starksia fulva
Starksia posthon
Starksia spinipenis
Stathmonotus culebrai
Stegastes acapulcoensis
Stegastes arcifrons
Stegastes beebei
Stegastes flavilatus
Stellifer chrysoleuca
Stellifer ephelis
Stellifer ericymba
Stellifer fuerthii
Stellifer illecebrosus
Stellifer imiceps
Stellifer mancorensis
Stellifer melanocheir
Stellifer oscitans
Stellifer pizarroensis
Stellifer scierus
Stellifer simulus
Stellifer strabo
Stellifer typicus
Stellifer vermicularis
Stellifer zestocarus
Stethojulis bandanensis
Stromateus stellatus
Strongylura exilis
Strongylura fluviatilis
Strongylura scapularis
Styracura pacifica
Sufflamen verres
Syacium latifrons
Syacium longidorsale
Syacium ovale
Symphurus atramentatus
Symphurus callopterus
Symphurus chabanaudi
Symphurus elongatus
Symphurus fasciolaris
Symphurus gorgonae
Symphurus leeorum
Symphurus melanurus
Symphurus melasmatotheca
Symphurus microlepis
Symphurus ocellaris
Symphurus oligomerus
Symphurus prolatinaris
Symphurus undecimplerus
Symphurus varius
Symphurus williamsi
Sympterygia brevicaudata
Synchiropus atrilabiatus
Syngnathus auliscus
Syngnathus macrobrachium
Synodus evermanni
Synodus lacertinus
Synodus scituliceps
Synodus sechurae
Talismania bifurcata
Tanyemblemaria alleni
Taractes rubescens
Taractichthys steindachneri
Tetrapturus angustirostris
Tetronarce tremens
Thalassoma grammaticum
Thalassoma lucasanum
Thalassoma purpureum
Thunnus alalunga
Thunnus albacares
Thunnus obesus
Tigrigobius inornatus
Tigrigobius janssi
Tomicodon abuelorum
Tomicodon bidens
Tomicodon chilensis
Tomicodon myersi
Tomicodon petersii
Tomicodon prodomus
Tomicodon zebra
Trachinotus kennedyi
Trachinotus paitensis
Trachinotus rhodopus
Trachinotus stilbe
Trachurus murphyi
Trachyscorpia verai
Triaenodon obesus
Triakis acutipinna
Triakis maculata
Trichiurus nitens
Trinectes fimbriatus
Trinectes fluviatilis
Trinectes fonsecensis
Trinectes opercularis
Trinectes xanthurus
Tylosurus fodiator
Tylosurus melanotus
Tylosurus pacificus
Umbrina analis
Umbrina bussingi
Umbrina dorsalis
Umbrina xanti
Uraspis helvola
Urobatis pardalis
Urobatis tumbesensis
Uropterygius macrocephalus
Uropterygius versutus
Urotrygon aspidura
Urotrygon chilensis
Urotrygon cimar
Urotrygon munda
Urotrygon nana
Urotrygon reticulata
Urotrygon rogersi
Urotrygon simulatrix
Venefica tentaculata
Vieja maculicauda
Xanthichthys caeruleolineatus
Xanthichthys mento
Xenichthys rupestris
Xenichthys xanti
Xenomystax atrarius
Xiphias gladius
Xyrichtys mundiceps
Zalieutes elater
Zanclus cornutus
Zapteryx xyster
